full_name,first_name,second_name,abbreviated_name,locations,location_number,file_name,loc_union
Citrobacter rodentium ICC168,Citrobacter,rodentium,Citrobacter rodentium,soil;sludge;stream;river;compost;biofilm;air;gut,8,637910.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/637910.3.npy
Geobacter sulfurreducens KN400,Geobacter,sulfurreducens,Geobacter sulfurreducens,pasture;harbor;rhizosphere;soil,4,663917.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/663917.3.npy
Chlamydia trachomatis D-EC,Chlamydia,trachomatis,Chlamydia trachomatis,sediment,1,759363.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/759363.3.npy
Mucilaginibacter paludis DSM 18603,Mucilaginibacter,paludis,Mucilaginibacter paludis,wetland;field;soil;bog,4,714943.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/714943.3.npy
Vibrio vulnificus YJ016,Vibrio,vulnificus,Vibrio vulnificus,sea;blood;river;water;soil;shellfish;sediment;rhizosphere;gut;rock;ocean;mucus;egg;clam;fish;estuary;biofilm;oyster,18,196600.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/196600.6.npy
Lactobacillus antri DSM 16041,Lactobacillus,antri,Lactobacillus antri,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25,525309.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/525309.3.npy
Mycobacterium tuberculosis KZN 605,Mycobacterium,tuberculosis,Mycobacterium tuberculosis,soil;water;blood;lake;biofilm;river;wash;lymph;sludge;sediment;bone;hospital;rock;air;mine;stream;permafrost;wetland,18,478435.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/478435.3.npy
Francisella tularensis subsp. tularensis Schu 4,Francisella,tularensis,Francisella tularensis,blood,1,177416.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/177416.3.npy
Roseobacter sp. GAI101,Roseobacter,sp.,Roseobacter sp.,oil;ocean;sea;soil;sediment;fjord;water,7,391589.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/391589.3.npy
Coxiella burnetii RSA 331,Coxiella,burnetii,Coxiella burnetii,soil,1,360115.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/360115.5.npy
Pelodictyon phaeoclathratiforme BU-1,Pelodictyon,phaeoclathratiforme,Pelodictyon phaeoclathratiforme,lake,1,324925.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/324925.5.npy
Pelodictyon phaeoclathratiforme BU-1,Pelodictyon,phaeoclathratiforme,Pelodictyon phaeoclathratiforme,lake,1,324925.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/324925.4.npy
Streptococcus pyogenes str. Manfredo,Streptococcus,pyogenes,Streptococcus pyogenes,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16,160491.19.txt,data_organism_reactions/Equal_Stoichiometric_matrices/160491.19.npy
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Salmonella,enterica,Salmonella enterica,rhizosphere,1,99287.12.txt,data_organism_reactions/Equal_Stoichiometric_matrices/99287.12.npy
"Enterococcus faecium 1,231,410",Enterococcus,faecium,Enterococcus faecium,cheese;gut;feces;water;sausage;meat;milk;yogurt;blood;biofilm;sea;air;river;sludge;fruit;soil;marsh;chicken;bacon;sediment;silage,21,565660.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/565660.4.npy
Bacteroides fragilis ATCC 25285,Bacteroides,fragilis,Bacteroides fragilis,faeces;feces;leachate;waste;soil;sludge;bioreactor;cave,8,272559.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/272559.3.npy
Bacteroides thetaiotaomicron VPI-5482,Bacteroides,thetaiotaomicron,Bacteroides thetaiotaomicron,faeces;feces;leachate;waste;soil;sludge;bioreactor;cave,8,226186.12.txt,data_organism_reactions/Equal_Stoichiometric_matrices/226186.12.npy
Acidiphilium cryptum JF-5,Acidiphilium,cryptum,Acidiphilium cryptum,mine;soil;water;rock,4,349163.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/349163.4.npy
Spirochaeta smaragdinae DSM 11293,Spirochaeta,smaragdinae,Spirochaeta smaragdinae,gut;mine;sediment;lake;field;sea,6,573413.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/573413.5.npy
Staphylococcus aureus A9765,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35,553594.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/553594.3.npy
Prevotella salivae DSM 15606,Prevotella,salivae,Prevotella salivae,feces;straw;saliva;dairy;mouth;surface;faeces;biofilm;bone;sludge,10,888832.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/888832.3.npy
Bifidobacterium sp. 12_1_47BFAA,Bifidobacterium,sp.,Bifidobacterium sp.,feces;milk;faeces,3,469594.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/469594.3.npy
Lactobacillus jensenii 208-1,Lactobacillus,jensenii,Lactobacillus jensenii,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25,596326.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/596326.3.npy
Kangiella koreensis DSM 16069,Kangiella,koreensis,Kangiella koreensis,soil,1,523791.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/523791.4.npy
Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130,Leptospira,interrogans,Leptospira interrogans,soil;river,2,267671.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/267671.5.npy
Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130,Leptospira,interrogans,Leptospira interrogans,soil;river,2,267671.1.txt,data_organism_reactions/Equal_Stoichiometric_matrices/267671.1.npy
Bacillus subtilis subsp. subtilis str. SMY,Bacillus,subtilis,Bacillus subtilis,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74,535024.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/535024.3.npy
Yersinia aldovae ATCC 35236,Yersinia,aldovae,Yersinia aldovae,surface;river;soil;faeces;sludge,5,527002.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/527002.3.npy
Sinorhizobium meliloti 1021,Sinorhizobium,meliloti,Sinorhizobium meliloti,canal;soil;river;aquifer;sludge,5,266834.11.txt,data_organism_reactions/Equal_Stoichiometric_matrices/266834.11.npy
Atopobium rimae ATCC 49626,Atopobium,rimae,Atopobium rimae,biofilm;blood,2,553184.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/553184.4.npy
Xanthomonas albilineans,Xanthomonas,albilineans,Xanthomonas albilineans,sludge;lake;soil;surface;plateau;biofilm;tannery,7,29447.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/29447.3.npy
Acetobacter pasteurianus IFO 3283-12,Acetobacter,pasteurianus,Acetobacter pasteurianus,fruit;vinegar;wine;soil;reservoir;lake;must;rhizosphere;bog;plateau;air;sludge;pond;milk,14,634459.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/634459.3.npy
Rhodopseudomonas palustris DX-1,Rhodopseudomonas,palustris,Rhodopseudomonas palustris,biofilm;waste;soil;lake;air;sludge;water,7,652103.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/652103.3.npy
Rhodopseudomonas palustris DX-1,Rhodopseudomonas,palustris,Rhodopseudomonas palustris,biofilm;waste;soil;lake;air;sludge;water,7,652103.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/652103.6.npy
Lactobacillus jensenii 1153,Lactobacillus,jensenii,Lactobacillus jensenii,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25,440497.10.txt,data_organism_reactions/Equal_Stoichiometric_matrices/440497.10.npy
Bacillus cereus Rock3-28,Bacillus,cereus,Bacillus cereus,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74,526983.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/526983.3.npy
Vibrio fischeri ES114,Vibrio,fischeri,Vibrio fischeri,sea;blood;river;water;soil;shellfish;sediment;rhizosphere;gut;rock;ocean;mucus;egg;clam;fish;estuary;biofilm;oyster,18,312309.11.txt,data_organism_reactions/Equal_Stoichiometric_matrices/312309.11.npy
Clostridium difficile 630,Clostridium,difficile,Clostridium difficile,soil;feces;sludge;bog;field;spring;water;dung;lake;dairy;gut;silage;waste;leachate;blood;bioreactor;straw;bile;sediment;food;river;flat;compost;reservoir;mud;meat;sand;mine;hotspring;faeces,30,272563.8.txt,data_organism_reactions/Equal_Stoichiometric_matrices/272563.8.npy
Bacillus pumilus ATCC 7061,Bacillus,pumilus,Bacillus pumilus,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74,536229.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/536229.4.npy
Chlamydia trachomatis 70,Chlamydia,trachomatis,Chlamydia trachomatis,sediment,1,564418.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/564418.3.npy
Escherichia coli ATCC 8739,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13,481805.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/481805.3.npy
Escherichia coli ATCC 8739,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13,481805.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/481805.6.npy
Desulfomicrobium baculatum DSM 4028,Desulfomicrobium,baculatum,Desulfomicrobium baculatum,sediment;reservoir;harbor;sea,4,525897.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/525897.5.npy
Streptococcus pneumoniae BS397,Streptococcus,pneumoniae,Streptococcus pneumoniae,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16,512767.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/512767.4.npy
Geobacillus sp. WCH70,Geobacillus,sp.,Geobacillus sp.,soil;spring;milk;field;ocean;hotspring;oil;compost;sea;sediment;sugar;lake,12,471223.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/471223.3.npy
Rhodoferax ferrireducens DSM 15236,Rhodoferax,ferrireducens,Rhodoferax ferrireducens,rivulet;oil;permafrost;spring;glacier;pond,6,338969.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/338969.3.npy
Streptococcus vestibularis F0396,Streptococcus,vestibularis,Streptococcus vestibularis,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16,904306.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/904306.3.npy
Stenotrophomonas sp. SKA14,Stenotrophomonas,sp.,Stenotrophomonas sp.,pond;lake;tannery;soil;field;sludge;river;beef;rhizosphere;air;sea;mucus;biofilm;aquifer;surface;waste;rock;gut;glacier;compost;beer;blood;forest;water;sugar;cave;ocean;sewage,28,391601.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/391601.3.npy
Staphylococcus aureus subsp. aureus NCTC 8325,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35,93061.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/93061.3.npy
Staphylococcus aureus subsp. aureus NCTC 8325,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35,93061.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/93061.5.npy
Bacillus mycoides Rock3-17,Bacillus,mycoides,Bacillus mycoides,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74,526999.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/526999.3.npy
Brevundimonas subvibrioides ATCC 15264,Brevundimonas,subvibrioides,Brevundimonas subvibrioides,plateau;soil;river;sea;spring;cave;lake;aquifer;sludge;sand;sediment;air;wetland;biofilm;mine;rock,16,633149.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/633149.4.npy
Brevundimonas subvibrioides ATCC 15264,Brevundimonas,subvibrioides,Brevundimonas subvibrioides,plateau;soil;river;sea;spring;cave;lake;aquifer;sludge;sand;sediment;air;wetland;biofilm;mine;rock,16,633149.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/633149.3.npy
Haemophilus parasuis SH0165,Haemophilus,parasuis,Haemophilus parasuis,mouth;air,2,557723.8.txt,data_organism_reactions/Equal_Stoichiometric_matrices/557723.8.npy
Haemophilus parasuis SH0165,Haemophilus,parasuis,Haemophilus parasuis,mouth;air,2,557723.7.txt,data_organism_reactions/Equal_Stoichiometric_matrices/557723.7.npy
Salmonella enterica subsp. enterica serovar Javiana str. GA_MM04042433,Salmonella,enterica,Salmonella enterica,rhizosphere,1,454167.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/454167.5.npy
gamma proteobacterium HTCC5015,gamma,proteobacterium,gamma proteobacterium,gut;basin;soil;trench;sediment;water;sea;seamount;biofilm;lake;aquifer;spring;river;harbor;mine;sludge;surface;lagoon;forest;ridge;rock;waste;bed;tundra;cave;bay;canyon;pond;egg;permafrost;estuary;compost;mucus;pasture;field;biofilter,36,391615.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/391615.3.npy
Burkholderia mallei 10399,Burkholderia,mallei,Burkholderia mallei,rhizosphere;soil;permafrost;forest;gut;river;wood;bog;woodland;lake;water;air;rock;sludge;field;biofilm;mine;tannery;sewage;biofilter;compost;blood;pasture;waste;surface,25,320387.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/320387.3.npy
Deinococcus radiodurans R1,Deinococcus,radiodurans,Deinococcus radiodurans,soil;dust;hole;water;waste;sand;air;biofilm;stream;pond,10,243230.1.txt,data_organism_reactions/Equal_Stoichiometric_matrices/243230.1.npy
Shewanella denitrificans OS217,Shewanella,denitrificans,Shewanella denitrificans,rhizosphere;sea;rock;flat;sediment;harbor;river;beef;waste;ocean;egg;gut;water;sludge;forest;fish;oil,17,318161.16.txt,data_organism_reactions/Equal_Stoichiometric_matrices/318161.16.npy
Shewanella denitrificans OS217,Shewanella,denitrificans,Shewanella denitrificans,rhizosphere;sea;rock;flat;sediment;harbor;river;beef;waste;ocean;egg;gut;water;sludge;forest;fish;oil,17,318161.14.txt,data_organism_reactions/Equal_Stoichiometric_matrices/318161.14.npy
Francisella novicida FTE,Francisella,novicida,Francisella novicida,blood,1,545422.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/545422.5.npy
Vibrio cholerae INDRE 91/1,Vibrio,cholerae,Vibrio cholerae,sea;blood;river;water;soil;shellfish;sediment;rhizosphere;gut;rock;ocean;mucus;egg;clam;fish;estuary;biofilm;oyster,18,675808.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/675808.3.npy
Helicobacter pylori India7,Helicobacter,pylori,Helicobacter pylori,chicken;feces;sediment;chemocline,4,907238.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/907238.3.npy
Chryseobacterium gleum ATCC 35910,Chryseobacterium,gleum,Chryseobacterium gleum,soil;sea;brewery;oil;biofilm;milk;rock;rhizosphere;water;reservoir;sludge;lake;gut;harbor;surface;mud;biofilter;field;wetland;meat;pus;blood,22,525257.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/525257.3.npy
Brucella suis bv. 3 str. 686,Brucella,suis,Brucella suis,sludge;soil,2,520487.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/520487.3.npy
Shewanella woodyi ATCC 51908,Shewanella,woodyi,Shewanella woodyi,rhizosphere;sea;rock;flat;sediment;harbor;river;beef;waste;ocean;egg;gut;water;sludge;forest;fish;oil,17,392500.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/392500.3.npy
Salinispora tropica CNB-440,Salinispora,tropica,Salinispora tropica,sediment,1,369723.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/369723.3.npy
Xanthomonas campestris pv. vesicatoria str. 85-10,Xanthomonas,campestris,Xanthomonas campestris,sludge;lake;soil;surface;plateau;biofilm;tannery,7,316273.10.txt,data_organism_reactions/Equal_Stoichiometric_matrices/316273.10.npy
Mycobacterium kansasii ATCC 12478,Mycobacterium,kansasii,Mycobacterium kansasii,soil;water;blood;lake;biofilm;river;wash;lymph;sludge;sediment;bone;hospital;rock;air;mine;stream;permafrost;wetland,18,557599.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/557599.3.npy
Chlamydia trachomatis A/HAR-13,Chlamydia,trachomatis,Chlamydia trachomatis,sediment,1,315277.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/315277.3.npy
Chlamydia trachomatis A/HAR-13,Chlamydia,trachomatis,Chlamydia trachomatis,sediment,1,315277.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/315277.5.npy
Neisseria subflava NJ9703,Neisseria,subflava,Neisseria subflava,water;biofilm;air;mouth,4,546268.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/546268.4.npy
Bifidobacterium adolescentis L2-32,Bifidobacterium,adolescentis,Bifidobacterium adolescentis,feces;milk;faeces,3,411481.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/411481.5.npy
Campylobacter jejuni subsp. jejuni M1,Campylobacter,jejuni,Campylobacter jejuni,faeces;blood;spring;river;sea,5,645464.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/645464.3.npy
Veillonella atypica ACS-049-V-Sch6,Veillonella,atypica,Veillonella atypica,biofilm;milk;mouth;blood,4,866776.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/866776.4.npy
Staphylococcus haemolyticus JCSC1435,Staphylococcus,haemolyticus,Staphylococcus haemolyticus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35,279808.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/279808.3.npy
Staphylococcus haemolyticus JCSC1435,Staphylococcus,haemolyticus,Staphylococcus haemolyticus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35,279808.8.txt,data_organism_reactions/Equal_Stoichiometric_matrices/279808.8.npy
Eubacterium saphenum ATCC 49989,Eubacterium,saphenum,Eubacterium saphenum,feces,1,592031.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/592031.3.npy
Rickettsia canadensis str. McKiel,Rickettsia,canadensis,Rickettsia canadensis,water,1,293613.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/293613.4.npy
Rickettsia canadensis str. McKiel,Rickettsia,canadensis,Rickettsia canadensis,water,1,293613.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/293613.3.npy
Salmonella enterica subsp. enterica serovar Heidelberg str. SL476,Salmonella,enterica,Salmonella enterica,rhizosphere,1,454169.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/454169.6.npy
Clostridium beijerinckii NCIMB 8052,Clostridium,beijerinckii,Clostridium beijerinckii,soil;feces;sludge;bog;field;spring;water;dung;lake;dairy;gut;silage;waste;leachate;blood;bioreactor;straw;bile;sediment;food;river;flat;compost;reservoir;mud;meat;sand;mine;hotspring;faeces,30,290402.41.txt,data_organism_reactions/Equal_Stoichiometric_matrices/290402.41.npy
Escherichia coli MS 84-1,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13,749533.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/749533.3.npy
Helicobacter pylori Gambia94/24,Helicobacter,pylori,Helicobacter pylori,chicken;feces;sediment;chemocline,4,907240.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/907240.3.npy
Lactobacillus crispatus MV-1A-US,Lactobacillus,crispatus,Lactobacillus crispatus,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25,575596.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/575596.3.npy
Salmonella enterica subsp. enterica serovar Typhi str. CT18,Salmonella,enterica,Salmonella enterica,rhizosphere,1,220341.1.txt,data_organism_reactions/Equal_Stoichiometric_matrices/220341.1.npy
Salmonella enterica subsp. enterica serovar Typhi str. CT18,Salmonella,enterica,Salmonella enterica,rhizosphere,1,220341.7.txt,data_organism_reactions/Equal_Stoichiometric_matrices/220341.7.npy
Chitinophaga pinensis DSM 2588,Chitinophaga,pinensis,Chitinophaga pinensis,soil;field,2,485918.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/485918.6.npy
Chitinophaga pinensis DSM 2588,Chitinophaga,pinensis,Chitinophaga pinensis,soil;field,2,485918.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/485918.5.npy
Myxococcus xanthus DK 1622,Myxococcus,xanthus,Myxococcus xanthus,soil;garden,2,246197.19.txt,data_organism_reactions/Equal_Stoichiometric_matrices/246197.19.npy
Rhizobium leguminosarum bv. viciae 3841,Rhizobium,leguminosarum,Rhizobium leguminosarum,soil;sludge;air;rhizosphere;bioreactor;water;river;gut;aquifer;biofilm;sand;wetland;dust,13,216596.1.txt,data_organism_reactions/Equal_Stoichiometric_matrices/216596.1.npy
Pseudomonas putida W619,Pseudomonas,putida,Pseudomonas putida,sea;soil;air;sludge;plateau;cave;lake;rhizosphere;river;water;gut;sewage;wetland;field;sediment;well;wwtp;ocean;stream;sandstone;biofilm;straw;glacier;mine;permafrost;fruit;spring;grassland;piggery;oil;mucus;aquifer;grove;spinach;harbor;waste;reservoir;lagoon;surface;beef;channel;rock;compost;pond;canal;cabbage;wash;elevation;wood;flat;beer;milk;sand;mud;egg;farm;garden;hole,58,390235.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/390235.3.npy
Pseudomonas putida W619,Pseudomonas,putida,Pseudomonas putida,sea;soil;air;sludge;plateau;cave;lake;rhizosphere;river;water;gut;sewage;wetland;field;sediment;well;wwtp;ocean;stream;sandstone;biofilm;straw;glacier;mine;permafrost;fruit;spring;grassland;piggery;oil;mucus;aquifer;grove;spinach;harbor;waste;reservoir;lagoon;surface;beef;channel;rock;compost;pond;canal;cabbage;wash;elevation;wood;flat;beer;milk;sand;mud;egg;farm;garden;hole,58,390235.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/390235.5.npy
Roseobacter sp. CCS2,Roseobacter,sp.,Roseobacter sp.,oil;ocean;sea;soil;sediment;fjord;water,7,391593.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/391593.3.npy
Rickettsia bellii RML369-C,Rickettsia,bellii,Rickettsia bellii,water,1,336407.7.txt,data_organism_reactions/Equal_Stoichiometric_matrices/336407.7.npy
Burkholderia vietnamiensis strain G4,Burkholderia,vietnamiensis,Burkholderia vietnamiensis,rhizosphere;soil;permafrost;forest;gut;river;wood;bog;woodland;lake;water;air;rock;sludge;field;biofilm;mine;tannery;sewage;biofilter;compost;blood;pasture;waste;surface,25,269482.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/269482.4.npy
Methylobacterium extorquens PA1,Methylobacterium,extorquens,Methylobacterium extorquens,food;mine;water;air;lake;spring;dust;wetland;sludge;soil;cave;mouth;gut,13,419610.8.txt,data_organism_reactions/Equal_Stoichiometric_matrices/419610.8.npy
Neisseria mucosa ATCC 25996,Neisseria,mucosa,Neisseria mucosa,water;biofilm;air;mouth,4,546266.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/546266.6.npy
Thermoanaerobacter ethanolicus CCSD1,Thermoanaerobacter,ethanolicus,Thermoanaerobacter ethanolicus,field;spring;bioreactor;waste,4,589861.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/589861.3.npy
Legionella pneumophila str. Paris,Legionella,pneumophila,Legionella pneumophila,water;well;soil;surface;biofilm,5,297246.15.txt,data_organism_reactions/Equal_Stoichiometric_matrices/297246.15.npy
Streptococcus pneumoniae INV104,Streptococcus,pneumoniae,Streptococcus pneumoniae,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16,869269.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/869269.3.npy
Lactobacillus plantarum subsp. plantarum ATCC 14917,Lactobacillus,plantarum,Lactobacillus plantarum,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25,525338.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/525338.3.npy
